,missing_glove,missing_cn,missing_wn
buu,1,1,1
iff,1,1,1
buut,1,1,1
fiyah,1,1,1
fck,1,1,1
morw,1,1,1
sill,1,1,1
pepto,1,1,1
policies,1,1,0
ope,1,1,1
inthatorder,1,1,1
nonames,1,1,1
jajajajajajjajajajaj,1,1,1
micaa,1,1,1
nohh,1,1,1
folly,1,1,0
corel,1,1,1
armpits,1,1,0
fellings,1,1,0
xxxtra,1,1,1
femalea,1,1,1
discipline,1,1,0
dewing,1,1,1
wehn,1,1,1
archway,1,1,0
plexi,1,0,1
wrapp,1,1,1
wqs,1,1,1
nutta,1,1,1
kneez,1,1,1
assumer,1,1,1
creaking,1,1,0
custodian,1,1,0
encantaron,1,1,1
guessing,1,1,0
upstage,1,0,0
crowbar,1,1,0
duhh,1,1,1
nags,1,1,0
wagg,1,1,1
hawty,1,1,1
stockroom,1,1,0
bos,1,1,0
apo,1,1,1
cognitive,1,1,1
dysfunction,1,1,0
pleaassee,1,1,1
muthafucka,1,1,1
bft,1,1,1
gaithersburg,1,1,1
graceful,1,1,0
hostpital,1,1,1
rotating,1,1,0
stir,1,1,0
rejuvenate,1,1,0
marinate,1,1,0
folowed,1,1,1
move,1,1,0
bullshitten,1,1,1
carry,1,0,0
hold,1,1,0
discourse,1,1,0
yaknow,1,1,1
swirling,1,1,0
soror,1,0,1
twitterfam,1,1,1
shelves,1,1,0
axle,1,1,1
wadddup,1,1,1
uggggggggh,1,1,1
bestow,1,1,0
baaaaaaaack,1,1,1
brok,1,1,1
dizzying,1,0,0
wite,1,1,1
shooters,1,1,0
feelz,1,1,1
wtw,1,1,1
ooooooh,1,1,1
abomination,1,1,0
futile,1,1,0
aye,1,1,1
withchu,1,1,1
knot,1,1,0
tagg,1,1,1
sights,1,1,0
drawls,1,1,0
somethinn,1,1,1
fightin,1,1,1
outsider,1,1,0
funkiest,1,1,0
fabreeze,1,1,1
wisely,1,1,0
mchg,1,1,1
wome,1,1,1
whte,1,1,1
stoked,1,1,0
falt,1,1,1
unwashed,1,1,0
ineligible,1,1,1
tomorr,1,1,1
itried,1,1,1
walsup,1,1,1
buuuuuut,1,1,1
comedic,1,0,1
jobhunting,1,1,1
bmv,1,1,1
limearitas,1,1,1
niyaa,1,1,1
puh,1,1,1
cowardly,1,1,0
boifriend,1,1,1
bisshh,1,1,1
posture,1,1,0
inconsiderate,1,1,0
gigging,1,1,1
viendolos,1,1,1
thngs,1,1,1
surprize,1,1,1
prostration,1,0,0
convene,1,1,0
overwhelmingly,1,1,0
wrest,1,1,1
nght,1,1,1
rule,1,0,0
tonightn,1,1,1
shesssh,1,1,1
lmaobs,1,1,1
neduh,1,1,1
sparkman,1,1,1
tmar,1,1,1
imitate,1,1,0
scholly,1,1,1
cabbie,1,1,1
nayu,1,1,1
plaer,1,1,1
sobriety,1,1,0
sucide,1,1,1
fairlawn,1,1,1
roughness,1,1,0
vcvc,1,1,1
ofallon,1,1,1
pcola,1,1,1
daaamn,1,1,1
truue,1,1,1
tuuk,1,1,1
whoopn,1,1,1
pasr,1,1,1
wrnt,1,1,1
toward,1,1,1
thiink,1,1,1
sabria,1,1,1
beww,1,1,1
groomsman,1,1,1
ahhha,1,1,1
tonighht,1,1,1
haaaaard,1,1,1
belling,1,1,0
sevaba,1,1,1
laps,1,1,0
appologize,1,1,1
waaaaaait,1,1,1
kayon,1,1,1
lansing,1,1,0
ild,1,1,1
quakers,1,0,0
kappas,1,1,0
btfol,1,1,1
tunight,1,1,1
stall,1,1,0
lmkwyd,1,1,1
whew,1,1,1
mistreat,1,0,0
prey,1,1,0
kniw,1,1,1
grasping,1,0,0
soproud,1,1,1
stratosphere,1,1,1
deathwish,1,1,1
swearr,1,1,1
prerogative,1,1,0
imfree,1,1,1
greatgame,1,1,1
cumon,1,1,1
otaaaay,1,1,1
ouwee,1,1,1
faam,1,1,1
blaha,1,1,1
blackhawks,1,1,1
steelers,1,1,1
jigg,1,1,1
hahshaha,1,1,1
thig,1,1,1
climb,1,1,0
dig,1,1,0
yaaaaass,1,1,1
legoo,1,1,1
notch,1,1,0
anointed,1,1,0
eway,1,1,1
gcode,1,1,1
doggone,1,0,1
cornball,1,1,1
gme,1,1,1
mixx,1,1,1
iswea,1,1,1
damned,1,1,0
quites,1,1,0
pretendas,1,1,1
kmsll,1,1,1
geeek,1,1,1
sourcefed,1,1,1
utility,1,0,0
gurrrl,1,1,1
southbeach,1,1,1
muaah,1,1,1
gettinit,1,1,1
mafuckin,1,1,1
outfielder,1,1,1
paidinfull,1,1,1
filp,1,1,1
mufugga,1,1,1
correctiontweet,1,1,1
myniggamynigga,1,1,1
tittays,1,1,1
qih,1,1,1
orgasim,1,1,1
eyeroll,1,1,1
daises,1,1,0
pitchperfect,1,1,1
ballot,1,1,0
lyricist,1,1,0
evading,1,0,0
incur,1,1,0
meantion,1,1,1
accessorize,1,0,1
gamee,1,1,1
shooooooot,1,1,1
sowwwy,1,1,1
fuuuuuuuuuck,1,1,1
lmk,1,1,1
villanova,1,1,1
shatter,1,1,1
lordie,1,1,1
herro,1,1,1
ricochet,1,1,0
everytimee,1,1,1
holdd,1,1,1
frack,1,1,1
blaaaaaah,1,1,1
desampares,1,1,1
weirdchildhood,1,1,1
quickaintfair,1,1,1
fooooooool,1,1,1
doozie,1,1,1
figgaz,1,1,1
backhand,1,1,0
ladder,1,0,0
gaurd,1,1,1
miamiheat,1,1,1
welcomme,1,1,1
midazwell,1,1,1
swur,1,1,1
justkidding,1,1,1
uphill,1,1,0
trisexual,1,1,1
nggembel,1,1,1
wegah,1,1,1
thanksobama,1,1,1
aslong,1,1,1
looose,1,1,1
threewords,1,1,1
sometimesiwishthat,1,1,1
sledge,1,0,0
rattler,1,1,0
horseshoes,1,1,0
goodlookin,1,1,1
showyaluv,1,1,1
undefeated,1,1,1
farve,1,1,1
damnedest,1,0,0
bringg,1,1,1
givr,1,1,1
mmake,1,1,1
comeover,1,1,1
yaaaaaas,1,1,1
yesssuh,1,1,1
whooopp,1,1,1
hellnah,1,1,1
mmmhm,1,1,1
gameday,1,1,1
dreambig,1,1,1
lmfai,1,1,1
pettiest,1,1,0
pushup,1,1,0
bandzz,1,1,1
blackpeople,1,1,1
disarm,1,1,0
trates,1,1,1
wub,1,1,1
scenarios,1,1,0
rivalries,1,1,0
phins,1,1,1
sheards,1,1,1
samethang,1,1,1
asshoes,1,1,1
yhup,1,1,1
allllright,1,1,1
qui,1,1,1
spicys,1,1,1
triste,1,1,1
sont,1,1,1
kwony,1,1,1
fora,1,1,0
cara,1,1,1
handsome,1,1,0
harry,1,1,0
bilal,1,1,1
fatimah,1,1,0
=,1,1,1
saindoo,1,1,1
ooi,1,1,1
das,1,1,0
ufo,1,1,0
legal,1,1,0
borrrred,1,1,1
cobra,1,1,1
tira,1,1,1
lugar,1,1,1
thai,1,1,0
loca,1,1,1
baju,1,1,1
barbie,1,1,1
julien,1,1,1
mindy,1,1,1
connected,1,1,0
unsuspend,1,1,1
ntb,1,1,1
avion,1,1,1
terminal,1,1,0
pf,1,1,1
twitta,1,1,1
mclovin,1,1,1
kumar,1,1,1
screen,1,1,0
passable,1,1,0
wholesale,1,1,0
akon,1,1,1
bundles,1,1,0
delgado,1,1,1
saved,1,1,0
flocka,1,1,1
sleppy,1,1,1
reupload,1,1,1
nisha,1,1,1
tiredd,1,1,1
takn,1,1,1
sn,1,1,0
bought,1,1,0
streams,1,1,0
jack,1,1,0
stretchmarks,1,1,1
spazzing,1,1,1
patates,1,1,1
ayah,1,1,1
moles,1,1,0
anglais,1,1,1
condition,1,1,0
patients,1,1,0
ceo,1,1,0
braces,1,1,0
moody,1,1,0
dominos,1,1,0
tweegrams,1,1,1
chow,1,0,0
boilin,1,1,1
bn,1,1,1
marissa,1,1,1
muslimah,1,1,0
huong,1,1,1
retwisted,1,1,1
wendell,1,1,1
dr,1,1,1
org,1,1,1
exotic,1,1,0
hollister,1,1,1
mascara,1,1,1
months,1,1,0
cuisine,1,1,0
celebrity,1,1,0
dye,1,1,0
monroe,1,1,0
casper,1,1,0
simons,1,1,0
aire,1,1,0
cuerpo,1,1,1
gamer,1,1,0
parar,1,1,1
jeezy,1,1,1
keef,1,1,1
red,1,1,0
baq,1,1,1
hightop,1,1,1
atr,1,1,1
yeezy,1,1,1
jailbreak,1,0,0
basil,1,1,0
bento,1,1,1
laba,1,1,1
passages,1,1,0
waffle,1,0,0
lou,1,0,1
westover,1,1,1
bad,1,1,0
playbook,1,1,1
breek,1,1,1
jamia,1,1,1
cheeto,1,1,1
d.,1,1,1
awoke,1,1,0
dyingg,1,1,1
cheap,1,1,0
neshia,1,1,1
cheesus,1,1,1
doughnuts,1,1,0
isaiah,1,1,0
moses,1,0,0
deon,1,1,1
energized,1,0,0
skittles,1,1,0
furby,1,1,1
catfished,1,0,1
puppy,1,1,0
cats,1,1,0
tookie,1,1,1
army,1,1,0
bags,1,1,0
dairy,1,0,0
folllow,1,1,1
who,1,1,0
ticketmaster,1,1,1
balai,1,1,1
romeo,1,0,0
acredito,1,1,1
escuto,1,1,1
follicles,1,1,0
praline,1,1,1
handler,1,1,0
sharae,1,1,1
deals,1,1,0
loompas,1,1,1
brandan,1,1,1
daays,1,1,1
childish,1,0,0
atee,1,1,1
casual,1,0,0
ricks,1,1,0
alvin,1,1,1
sherk,1,1,1
displayed,1,1,0
donut,1,1,0
fresha,1,1,1
singles,1,1,0
tener,1,1,0
trespassing,1,1,0
ilysm,1,1,1
gameplay,1,1,1
tf,1,1,1
cammy,1,1,1
mumford,1,1,1
fixes,1,1,0
matti,1,1,1
ships,1,1,0
treatments,1,1,0
oyu,1,1,1
saoirse,1,1,1
velvet,1,1,0
username,1,0,1
description,1,1,0
titter,1,0,0
accout,1,1,1
pippens,1,1,1
folkes,1,1,1
tuna,1,1,0
nasal,1,1,0
cleanser,1,0,0
rocko,1,1,1
keypad,1,1,0
zero,1,1,0
dram,1,1,0
chatt,1,1,1
cryinh,1,1,1
tellinq,1,1,1
breanna,1,1,1
stak,1,1,1
bestfriendd,1,1,1
perfect,1,1,0
hye,1,1,1
ms.jackson,1,1,1
apt,1,1,0
dob,1,1,1
total,1,1,0
own,1,1,0
kool,1,0,1
coool,1,1,1
blogged,1,1,1
p.a,1,1,1
drizzy,1,1,1
g.o.o.d,1,1,1
backz,1,1,1
shabazz,1,1,1
comn,1,1,1
doi,1,1,0
toys,1,1,0
many,1,1,1
additional,1,1,0
humminbird,1,1,1
compose,1,1,0
reggae,1,1,1
lag,1,1,0
toyota,1,1,0
hybrid,1,1,0
shaniece,1,1,1
cnn,1,1,1
miscellaneous,1,1,0
forums,1,1,0
beefing,1,1,0
xh,1,1,1
funnie,1,1,1
follwer,1,1,1
resulted,1,1,0
cruger,1,1,1
spiffy,1,1,0
trannies,1,1,1
payton,1,1,1
aaron,1,1,0
papi,1,1,1
sherek,1,1,1
receives,1,1,0
kewt,1,1,1
dominio,1,1,1
ricc,1,1,1
pronounced,1,1,0
khalif,1,1,0
graphics,1,0,0
rodman,1,0,1
explodes,1,1,0
anchovies,1,1,0
raps,1,1,0
instaa,1,1,1
nedir,1,1,1
yada,1,1,1
kathleen,1,1,1
octo,1,1,1
lox,1,1,0
devoe,1,1,1
brownin,1,1,1
qoes,1,1,1
niggaass,1,1,1
mann,1,1,0
jihad,1,1,0
pakistan,1,1,0
umh,1,1,1
rebooted,1,1,0
painfully,1,1,0
cutttte,1,1,1
unknown,1,0,0
tacker,1,1,0
woodlake,1,1,1
lank,1,1,0
pelles,1,1,1
subtweets,1,1,1
vegan,1,1,1
bothered,1,0,0
taay,1,1,1
adoption,1,1,0
kome,1,1,1
debris,1,1,0
ramona,1,1,0
grouped,1,1,0
hand,1,1,0
tripled,1,1,0
easton,1,1,1
downgrade,1,1,1
assumptions,1,1,0
hostage,1,1,0
recover,1,1,0
touches,1,0,0
shadae,1,1,1
mab,1,0,1
hee,1,1,1
shippin,1,1,1
delive,1,1,1
dispicable,1,1,1
chemist,1,1,0
tangy,1,1,0
favah,1,1,1
mikal,1,1,1
kelab,1,1,1
b.a.p.s,1,1,1
fussed,1,1,0
dorky,1,1,1
todaay,1,1,1
thoughh,1,1,1
otr,1,1,1
recipe,1,0,0
nicci,1,1,1
jarred,1,1,0
fubu,1,1,1
o.,1,1,1
wallay,1,1,1
chanqe,1,1,1
described,1,1,0
speaks,1,1,0
naisha,1,1,1
ysk,1,1,1
godbrother,1,1,1
godchild,1,0,1
mcelroy,1,1,1
varejao,1,1,1
crn,1,1,1
goffy,1,1,1
thaatt,1,1,1
uin,1,1,1
impacted,1,1,0
ffs,1,0,1
plague,1,1,0
ssid,1,1,1
yhaa,1,1,1
four,1,1,0
shirl,1,1,1
've,1,1,1
thought,1,1,0
rainbow,1,1,1
flyin,1,1,1
respawn,1,1,1
pray,1,1,0
fit,1,0,0
schoooool,1,1,1
schooooooool,1,1,1
inv,1,1,1
vegas,1,1,0
mer,1,1,0
gleesh,1,1,1
lr,1,1,0
sum,1,1,0
schoolers,1,1,1
twife,1,1,1
lectures,1,1,0
hunit,1,1,1
threesome,1,0,0
lickin,1,1,1
united,1,0,0
benning,1,1,1
hendrix,1,1,0
dhese,1,1,1
feelin,1,1,1
omd,1,1,1
pooor,1,1,1
deac,1,1,1
havet,1,1,1
averaging,1,1,0
walkin,1,1,1
craked,1,1,1
krispykreme,1,1,1
crib,1,1,0
yemin,1,1,1
investments,1,1,0
pecan,1,1,0
meta,1,1,1
sigue,1,1,1
shittn,1,1,1
tut,1,1,0
checkout,1,1,0
individually,1,1,0
native,1,1,0
cornered,1,1,0
clearer,1,1,0
pathmark,1,1,1
recieving,1,1,1
quiero,1,1,1
demin,1,1,1
lurk,1,1,0
frito,1,1,1
pizzle,1,1,1
boay,1,1,1
built,1,1,0
nme,1,1,1
ilost,1,1,1
sighted,1,1,0
insulted,1,1,0
dimin,1,1,1
kiaa,1,1,1
sprague,1,1,1
pleople,1,1,1
fulton,1,1,0
killaa,1,1,1
ssd,1,1,1
clubn,1,1,1
kluar,1,1,1
naggin,1,1,1
meredam,1,1,1
napps,1,1,1
ddy,1,1,1
lkr,1,1,1
darlings,1,1,0
mangled,1,1,0
taylored,1,1,1
tailbone,1,0,1
repierced,1,1,1
unlady,1,1,1
sweeter,1,1,0
nyaa,1,1,1
pppl,1,1,1
thann,1,1,1
muuch,1,1,1
olmadan,1,1,1
borrowing,1,1,0
trillions,1,1,0
stressfull,1,1,1
moccasins,1,1,0
wasx,1,1,1
shoprite,1,1,1
pedal,1,1,0
rocket,1,1,0
crus,1,1,1
tink,1,1,0
rong,1,1,1
guru,1,1,0
rd,1,1,1
distrub,1,1,1
chaplain,1,1,1
downright,1,1,0
myh,1,1,1
sleepn,1,1,1
comee,1,1,1
packets,1,1,0
snugly,1,1,1
tucked,1,0,0
hats,1,1,0
dresses,1,1,0
assum,1,1,1
jangan,1,1,1
involvement,1,1,0
tect,1,1,1
tawn,1,0,1
jux,1,1,1
slaying,1,1,0
vox,1,1,0
wrinkled,1,1,0
hernia,1,1,0
dess,1,1,0
rockville,1,0,1
orphans,1,0,0
fugs,1,1,0
reeal,1,1,1
vevo,1,1,1
coger,1,1,1
mot,1,1,0
bearly,1,1,1
sorrowful,1,1,1
stuuuuupid,1,1,1
fillin,1,1,1
trucks,1,0,0
comparisons,1,1,0
cath,1,1,1
holle,1,1,1
elites,1,1,0
jednou,1,1,1
jan,1,1,0
whim,1,1,0
cusses,1,1,0
genuinely,1,1,0
suc,1,1,1
mosquitoes,1,0,0
keikei,1,1,1
brazy,1,1,1
shhit,1,1,1
reproduzir,1,1,1
scowled,1,1,0
conc,1,1,1
madr,1,1,1
copelands,1,1,1
nonton,1,1,1
mie,1,1,1
yoour,1,1,1
wktu,1,1,1
useta,1,1,1
rapp,1,1,1
i.s.s,1,1,1
fuckers,1,1,0
liva,1,1,1
skips,1,1,0
humming,1,1,0
krib,1,1,1
bors,1,1,1
rejoiced,1,1,0
goodmornings,1,1,1
lurid,1,1,0
killled,1,1,1
lifeis,1,1,1
snowed,1,1,0
buffets,1,1,0
daidai,1,1,1
palm,1,1,0
teamdarkskin,1,1,1
reyy,1,1,1
daaaaays,1,1,1
hurryup,1,1,1
patronizing,1,1,0
probing,1,1,0
pans,1,1,0
icing,1,1,0
belligerent,1,1,0
lmfao,1,1,1
whoa,1,1,1
caved,1,1,0
fycking,1,1,1
hah,1,1,1
kousin,1,1,1
mothafuckers,1,1,1
knockedd,1,1,1
bitchz,1,1,1
tches,1,1,1
preferable,1,1,0
untrue,1,1,0
clutches,1,1,0
jammn,1,1,1
dhere,1,1,1
fuckinqq,1,1,1
dirugikan,1,1,1
monocles,1,1,0
ddn,1,1,1
vett,1,1,1
fuckyall,1,1,1
goldigger,1,1,1
muchies,1,1,1
hateing,1,1,0
wrkd,1,1,1
palette,1,1,0
friskyfriday,1,1,1
baldy,1,1,0
constructs,1,1,0
wassnt,1,1,1
bullard,1,1,1
everybdy,1,1,1
breathes,1,1,0
barbarian,1,1,0
indulged,1,1,0
tomma,1,1,1
peephole,1,1,0
gigs,1,0,0
cee,1,1,1
fishnets,1,1,0
sponsors,1,1,0
backstreet,1,1,1
successor,1,1,0
wrapitup,1,1,1
necked,1,1,0
roomm,1,1,1
dreamm,1,1,1
quitted,1,1,0
dicksucking,1,1,1
simpin,1,1,1
dickriding,1,1,1
getton,1,1,1
flap,1,0,0
hunn,1,1,1
prejudices,1,1,0
begged,1,1,0
glasgow,1,1,0
attainable,1,1,0
possess,1,1,0
utilize,1,1,0
leat,1,1,1
smirk,1,1,0
thanksx,1,1,1
thnxx,1,1,1
audacity,1,1,0
lytoo,1,1,1
drems,1,1,1
craaazy,1,1,1
workplace,1,1,0
profiler,1,1,1
heeeeer,1,1,1
fastfurious,1,1,1
sluttyconfessions,1,1,1
karmaloop,1,1,1
besides,1,0,0
gid,1,1,1
forecaster,1,1,0
vickies,1,1,1
irdc,1,1,1
dogged,1,0,0
throat,1,1,0
deyo,1,1,1
jeopardizing,1,1,0
gettng,1,1,1
probbly,1,1,1
programming,1,1,0
bopper,1,1,1
blatche,1,1,1
nutin,1,1,1
ayers,1,0,1
counsellor,1,1,0
tinkin,1,1,1
happier,1,1,0
iaan,1,1,1
suggesting,1,1,0
cuple,1,1,1
tent,1,1,0
ballets,1,1,0
chool,1,1,1
exhibition,1,1,0
endorsed,1,1,0
ugghh,1,1,1
smhh,1,1,1
beverages,1,1,0
wh,1,1,1
nunthin,1,1,1
hence,1,1,0
lafayette,1,0,0
anah,1,1,1
boppers,1,0,1
jey,1,1,1
beejay,1,0,1
geeker,1,1,1
taxe,1,1,1
crumby,1,1,1
preacher,1,1,0
feelling,1,1,1
deaf,1,1,0
cleats,1,0,0
pmo,1,0,1
mayn,1,1,1
gapped,1,1,0
laaame,1,1,1
helfa,1,1,1
fiends,1,1,0
cekk,1,1,1
phoe,1,1,1
pointblank,1,1,1
spills,1,1,0
shockin,1,1,1
disappointed,1,1,0
dlo,1,1,1
tepat,1,1,1
dictator,1,1,0
cuss,1,1,0
ceilings,1,1,0
excuse,1,1,0
itscomplicated,1,1,1
loiter,1,1,0
tweeny,1,0,1
odog,1,1,1
authority,1,0,0
historically,1,1,1
conspiring,1,1,0
wishn,1,1,1
wcd,1,1,1
pcb,1,1,1
interim,1,1,0
plateau,1,1,0
manifestation,1,1,0
supplying,1,1,0
soothe,1,1,0
necessary,1,1,0
adlib,1,1,1
fwa,1,1,1
allllways,1,1,1
qudd,1,1,1
castleberry,1,1,1
ebanks,1,1,1
thatch,1,1,0
fukking,1,1,1
swoop,1,1,0
premies,1,1,0
ilke,1,1,1
nips,1,1,0
wagoners,1,1,0
sprit,1,1,1
osr,1,1,1
zimmermans,1,1,1
charleston,1,1,0
pronunciation,1,0,0
chuckled,1,1,0
beretta,1,1,1
nobodies,1,1,0
philosophical,1,1,0
wrestling,1,1,0
wwe,1,0,1
mimz,1,1,1
bogan,1,1,1
seran,1,1,1
misssing,1,1,0
twitten,1,1,1
wayz,1,1,1
adderal,1,1,1
f.cking,1,1,1
hateonit,1,1,1
trim,1,1,0
saddest,1,1,0
steping,1,1,0
plead,1,1,1
darj,1,1,1
redheads,1,1,0
framing,1,1,0
giggle,1,1,0
dropin,1,1,1
madhouse,1,1,0
ohkae,1,1,1
melancholy,1,1,0
eitha,1,1,1
murderer,1,0,0
golly,1,1,1
shieeet,1,1,1
iot,1,1,1
thursdayy,1,1,1
wastee,1,1,1
sallie,1,1,1
sobar,1,1,1
onmyway,1,1,1
tenemos,1,1,1
mixing,1,0,0
sholl,1,1,1
buzzing,1,1,0
blaaaah,1,1,1
sherm,1,1,1
ikn,1,1,1
flipgram,1,1,1
anywaay,1,1,1
loooooooove,1,1,1
survival,1,1,0
raliegh,1,1,1
muther,1,1,1
leaders,1,1,0
tossed,1,1,0
swallowed,1,1,0
greens,1,1,0
soak,1,1,0
nto,1,1,1
tral,1,1,1
saturdayy,1,1,1
spead,1,1,1
n.p,1,1,1
dannyboy,1,1,1
undies,1,1,1
middles,1,1,0
centerpoint,1,1,1
itb,1,0,1
skipp,1,1,1
fiqht,1,1,1
womanizer,1,1,0
objects,1,1,0
yamean,1,1,1
liine,1,1,1
ripple,1,0,0
nations,1,0,0
cantdeal,1,1,1
miama,1,1,1
brag,1,0,0
skatin,1,1,1
pinnacle,1,1,0
shanrock,1,1,1
cannons,1,1,0
posites,1,1,0
glaring,1,1,0
zonk,1,1,1
laen,1,1,1
famjam,1,1,1
songsthatnevergetold,1,1,1
strate,1,1,1
exquisite,1,1,0
tayloor,1,1,1
shoosh,1,1,1
chipolte,1,1,1
selfless,1,1,0
relentless,1,1,0
enabling,1,1,0
seenin,1,1,1
witb,1,1,1
dnnt,1,1,1
sphinx,1,1,0
wishin,1,1,1
onetime,1,1,0
whitneyhouston,1,1,1
solely,1,1,0
drags,1,1,0
boldin,1,1,1
moppy,1,1,1
zamn,1,1,1
uglahh,1,1,1
signify,1,0,0
proabably,1,1,1
thirstytweet,1,1,1
hunnit,1,1,1
theshame,1,1,1
askia,1,1,1
schemes,1,1,0
errythang,1,1,1
luve,1,1,1
bitchmode,1,1,1
tfoo,1,1,1
getchu,1,1,1
massagen,1,1,1
slerp,1,1,1
biblestudy,1,1,1
wendsday,1,1,1
cheifin,1,1,1
punanny,1,1,1
harder,1,1,0
landmark,1,1,0
teekay,1,1,1
maisha,1,1,1
mittens,1,1,0
nursing,1,1,0
ewlk,1,1,1
germantown,1,1,1
ack,1,1,1
kalahari,1,1,0
thunder,1,1,0
bears,1,1,0
ilo,1,1,0
guhd,1,1,1
ger,1,0,1
bersua,1,1,1
moblife,1,1,1
lalalalalalalalalalalalalala,1,1,1
beeeh,1,1,1
impacts,1,1,0
fying,1,1,1
snipe,1,1,0
cosmetology,1,1,1
debatin,1,1,1
sumthin,1,1,1
neverforget,1,1,1
wrecking,1,1,0
admiring,1,1,0
screwin,1,1,1
wearn,1,1,1
it.lol,1,1,1
dobbies,1,1,1
guts,1,0,0
tiiiiime,1,1,1
sumtimes,1,1,1
agree,1,1,0
remedial,1,1,0
resolutions,1,1,0
scrimming,1,1,1
bettin,1,1,1
hitin,1,1,1
assess,1,1,0
initiate,1,0,0
nutz,1,1,1
gracing,1,1,0
intension,1,1,0
naturalhair,1,1,1
bizniz,1,1,1
danza,1,0,1
cigaret,1,1,0
tasks,1,1,0
grabbin,1,1,1
wrkout,1,1,1
psh,1,1,1
whatevs,1,1,1
doess,1,1,0
yeeeey,1,1,1
haaah,1,1,1
southfield,1,1,1
pembroke,1,1,0
familyhustle,1,1,1
dallastnt,1,1,1
dammie,1,1,1
lolxx,1,1,1
candles,1,1,0
gitl,1,1,1
pvssy,1,1,1
basball,1,1,1
gritty,1,0,0
hore,1,1,1
shoud,1,1,1
propeller,1,1,0
congratulations,1,1,0
brang,1,0,1
gwe,1,1,1
nuw,1,1,1
creeplife,1,1,1
ujian,1,1,1
ticky,1,0,1
contractors,1,1,0
thinkaboutit,1,1,1
admonishing,1,1,0
creww,1,1,1
awwwl,1,1,1
bud,1,1,1
gofalcons,1,1,1
fightingg,1,1,1
ceed,1,1,1
propr,1,1,1
placee,1,1,1
disfrutar,1,1,1
w.me,1,1,1
thoughy,1,1,1
raging,1,1,0
pounding,1,1,0
curlin,1,1,1
murph,1,1,1
keish,1,1,1
kissland,1,1,1
thotz,1,1,1
swirly,1,1,1
erbdy,1,1,1
wtz,1,1,1
dangg,1,1,1
bcu,1,1,1
nawf,1,1,1
ooookay,1,1,1
ssssh,1,1,1
stirr,1,1,1
popsicle,1,1,0
playdate,1,1,1
races,1,1,0
xolos,1,1,1
dubs,1,1,0
proy,1,1,1
swindle,1,1,0
uppercut,1,1,1
relatioship,1,1,1
buuuuut,1,1,1
bandz,1,1,1
clipper,1,1,0
endeavor,1,1,0
konn,1,1,1
whine,1,1,0
wors,1,1,1
waketh,1,1,1
calculations,1,1,0
carnita,1,1,1
wonde,1,1,1
prioritize,1,1,0
involuntary,1,1,0
haaaaaaay,1,1,1
jajajajaajajaja,1,1,1
gotah,1,1,1
healin,1,1,1
felicito,1,1,1
wsup,1,1,1
suhn,1,1,1
saith,1,1,1
redeemed,1,1,0
trampolines,1,1,0
organizational,1,1,0
hshs,1,1,1
bahd,1,1,1
gottchu,1,1,1
lante,1,1,1
afram,1,1,1
intermission,1,1,0
kenken,1,1,1
backfield,1,1,1
bitterly,1,1,0
tireman,1,1,1
reckon,1,1,0
instantclassic,1,1,1
sheeeesh,1,1,1
asvab,1,1,1
retest,1,1,1
twang,1,0,0
realitycheck,1,1,1
roughing,1,1,0
grabbers,1,1,0
boltup,1,1,1
outd,1,1,1
muthafuck,1,1,1
meanin,1,1,1
persuading,1,1,0
rezz,1,1,1
deww,1,1,1
crutch,1,1,1
baseline,1,1,0
awite,1,1,1
trushit,1,1,1
yessah,1,1,1
shiiid,1,1,1
nvrm,1,1,1
lmaaaoo,1,1,1
alrite,1,1,1
hallelu,1,1,1
yuuuup,1,1,1
setback,1,1,0
bolts,1,1,0
senyumanku,1,1,1
noice,1,0,1
chiefer,1,1,0
choosey,1,1,0
sellout,1,1,1
trickn,1,1,1
duuuude,1,1,1
sayless,1,1,1
idaf,1,1,1
pulpit,1,1,0
raincheck,1,1,1
paddle,1,1,0
lmaaaaaaaaao,1,1,1
bahahahahahahahahahaha,1,1,1
heaaaad,1,1,1
ali,1,1,0
quando,1,1,1
moche,1,0,1
photos,1,0,0
chats,1,1,0
virus,1,1,0
phone,1,1,0
camera,1,1,0
pic,1,1,0
bosta,1,1,1
viu,1,1,1
interactions,1,1,0
twitcon,1,1,1
calor,1,1,1
masjid,1,1,0
perfume,1,1,0
maison,1,1,1
snapchat,1,0,1
avisa,1,1,1
contesta,1,1,1
possessive,1,1,0
disappeared,1,1,0
shara,1,1,1
aron,1,0,1
b.o.b,1,1,1
montel,1,1,1
lion,1,1,0
posted,1,1,0
dgn,1,1,1
barulhos,1,1,1
bordd,1,1,1
trixs,1,1,1
download,1,1,1
johari,1,1,1
lee,1,1,0
cafe,1,1,0
subscriptions,1,1,0
hem,1,1,0
luigi,1,1,1
mias,1,1,1
dj,1,1,0
nicki,1,1,1
sasuage,1,1,1
delima,1,1,1
king,1,1,0
wendall,1,1,1
fisheye,1,1,0
shampoo,1,1,1
originale,1,1,1
halat,1,1,1
shanna,1,1,1
nenek,1,1,1
deeb,1,1,1
twiitter,1,1,1
permed,1,1,0
futebol,1,1,1
tr,1,1,1
s,1,1,0
unclassified,1,0,1
fined,1,1,0
mandela,1,1,0
mars,1,1,0
softlens,1,1,1
maja,1,1,0
nude,1,1,0
maxi,1,1,1
diddy,1,1,1
sos,1,0,0
screenshots,1,1,1
postitive,1,1,1
animes,1,1,0
